Id,SalePrice
2898,263205.3424497553
401,105132.8304207692
2721,185277.0098651233
2078,241090.74070458452
2589,118146.78209312985
1946,242986.45190590544
1334,127113.11586761432
2781,238687.27357086627
431,365205.25751939573
576,208109.9656604476
1474,206748.18243135413
2254,147505.94670845533
2155,273109.3980139362
885,93642.37374890849
643,132867.2429732171
1944,127787.9676208981
480,196025.3606183599
2845,108413.35278851313
2387,303319.76673662424
2407,240392.56341226248
2527,161102.70083494188
2514,159057.7052583883
629,183364.16228379775
80,208701.96276775264
1876,129307.8484087949
1546,135231.7849065125
2518,208722.70479592864
2347,167967.5203761033
783,189799.77089486644
1322,57203.07127358642
194,64491.67849405127
1770,303811.70455553243
2143,139225.26857236214
1229,202008.5041389165
511,271423.61480337253
46,242078.52830694584
1348,171193.69860188762
2465,199094.84991026067
387,231709.22804137142
873,210471.48425075944
1918,113933.12613791946
2764,226436.01525701024
2184,130999.51744081607
934,147016.38146638352
1920,132961.57965093612
2631,144340.4619064902
1768,477430.615372319
2040,124451.81827311707
1749,214940.62197312753
834,218129.3237963384
1457,246600.5206905576
79,126617.05437083036
2302,109714.79648757742
1817,132990.86319070918
2755,248627.21784794072
359,165096.8687564996
2059,108767.3842309298
2092,236368.97702788704
2516,243812.74059424025
150,113188.04361780295
1656,146362.82670794413
83,113565.42305093602
2411,185830.94477464008
795,64311.048158227
2312,239110.49829426734
2917,74257.54061512582
1624,182409.00289703667
2215,296047.12303214596
1211,149696.87050334143
1485,153764.64786291332
1024,162231.24530918105
570,200598.0932486338
2874,136096.49821547559
700,167417.26333301963
2756,229814.76592056523
2022,195046.82974448527
583,216656.36464980058
2392,311247.2874971357
2424,207884.6003429437
212,119060.56469977654
736,129160.49301342756
1610,166836.27408095938
890,125541.85308933383
467,169921.6015887857
578,276850.3306817353
1747,176947.8704833407
1149,173742.29422861055
2758,238855.5201081821
857,132164.3568833241
2219,263639.4870427112
733,109471.84740466299
2909,118075.67268922942
1798,266418.39573787973
235,121299.25509971452
2366,138061.3323987798
1027,139974.07198431157
1195,137383.5863436662
1303,9846.506474848371
148,181848.82175820938
608,154585.57765313442
2515,191023.02468656364
821,265870.26174711727
2500,296911.92668365897
745,120896.6570508831
741,141117.14899822243
1611,126730.42248419797
2532,110661.77261862486
1081,221847.8406096105
1692,384514.0618276678
2520,190057.8473034523
276,115805.48051808683
1992,133824.9062265988
663,9257.212345446169
418,141446.6358134995
1733,180478.53130130685
2359,151206.0626714746
253,204128.50140103334
1518,166789.59826408283
2035,139448.80658917752
2919,79333.53557873543
1540,218459.32476946272
2120,163511.0080242838
1674,183133.59947908297
256,153790.47298357985
2361,93021.06453077204
978,71923.8739152283
2280,163044.17822098066
2095,218195.37009649613
1709,317906.1963616666
2801,235496.5174438251
1246,93929.45010663624
2373,114880.59590187967
1055,294589.2170949405
2017,115812.8980488813
1099,286413.2990733524
1344,84921.95288051979
835,186404.11718160586
1117,218935.64607010552
2043,74503.90360093955
2085,120335.23624063123
410,154564.33531251719
2650,112211.5702117307
2867,169629.89143300243
1668,115654.36501633016
1161,179322.8296718638
2122,174568.5580107324
2539,144483.1117601696
1047,141813.49545716294
1445,127614.35810324516
541,144982.6641082986
569,232070.23148161275
1276,121107.88765577142
918,147654.09351466817
326,175274.94450385353
1936,122205.38162690375
895,89848.73099160398
257,149712.09300893202
1241,183998.2084889867
1545,125883.74783881675
1189,179067.1403999865
270,153764.64786291332
2066,198221.88666002016
693,108137.69978773383
1259,176783.92447263072
2916,153228.28344320698
2321,278371.5139595567
1977,101832.12749670993
1895,160899.9749424272
1240,159398.96926312032
85,152097.28359156154
1823,121332.89121942532
825,270297.0105869404
110,223544.30366177895
697,119714.09171258486
2297,90100.6670290991
1231,136466.69270339378
1355,140258.26959150768
968,294779.7325001868
584,223793.1653159149
1315,124294.44569377514
1606,141520.9206146294
206,110034.39042032111
1685,322423.4404925654
2016,140127.2027959647
869,219996.98528653602
2135,126364.27796278255
2346,167959.10293534133
2430,225366.4825068474
2198,88331.07195423331
2652,119538.05238715868
27,105589.37054993497
241,173908.14208330563
906,112350.55890119253
1506,101696.15423057272
2098,316711.2812521536
1435,212622.69218401934
2213,113541.89132898914
1274,129233.26911562029
743,18547.067620505433
1737,203612.93765604188
2797,258869.9380312055
2185,60438.42740465782
58,171646.90103301464
830,204012.11897931414
808,139877.02519294643
680,172727.38036030193
1153,110376.26027171759
1291,151303.11677404598
1818,181409.28442831145
2161,192440.71397711014
1883,127606.96288273015
350,357329.2965610032
2473,162351.1792354188
295,191876.92080800873
293,201214.92449405201
859,118724.31089129549
288,54622.395189453004
1578,143418.87243551578
102,171288.97821435094
2831,183511.77027647677
1030,184202.62008710354
2551,138026.67623584127
1286,138183.04530038754
958,282006.1882074638
776,123608.64922043557
72,205184.97384276567
2263,254021.12969280267
1866,155570.7161296423
2876,56321.82568996344
2146,266350.00037521997
103,180169.39117434958
1500,159978.25866790098
492,186105.36931987194
167,139982.44603869956
2597,115386.70358715899
2685,107113.66475074922
1035,147736.25947160943
1220,36133.52034953877
2602,130389.47933052143
2159,212805.27074696092
695,153395.89861160784
1109,268513.3202530152
640,189497.8570072845
1652,151397.01971986488
2090,195692.5320402641
1188,219582.66708187075
2345,235286.543710911
1059,376657.08641311794
2751,248504.1110141721
128,213359.65143142582
1523,163178.6232114484
2925,162045.95002201898
2145,299462.49793211365
1121,229905.32761883832
566,301661.3969189491
565,244051.87103514833
1331,132923.03975705797
2928,116576.07557383148
156,143965.8904288139
797,164242.53456387832
327,93556.57983822492
2859,148093.1393012349
1453,111517.40361751574
1762,347366.877125575
1868,207921.06539168867
1760,186666.31667129416
1113,258201.81785848876
1812,192171.15261284963
117,174697.45572931116
1142,215468.81548167337
2342,336624.37052630726
927,133672.00930305122
2478,204960.07621398388
655,68704.43372804797
2064,111756.93148763452
369,252999.89610056326
2239,120831.05762026279
2732,215252.09046735652
1653,164530.66697353424
959,213276.7501334945
2395,325812.07141222444
1412,98616.5394332791
271,250789.9257826695
1484,153764.64786291332
1497,145106.90280832944
552,172366.3062811322
2,125309.58351767984
1855,311930.2435611711
4,251006.63478846065
2292,155093.10401678423
134,134641.80368113963
646,112933.15081213255
42,311334.2853824945
532,229748.22637298758
713,99338.1387941491
2561,125907.3802839662
2360,129684.33992246023
1333,126741.5942724313
1407,194445.2638289407
2892,258858.5657957454
574,223162.63081313405
1227,191444.6362177939
2591,233637.71902611514
1476,214611.56987630934
1125,248808.8929632585
1446,121303.25208799729
408,110068.27218854005
1101,300760.50068523735
2251,181159.86729294775
373,199105.23089456814
2554,109864.87588043115
2382,295114.6072010578
1985,73793.7630933864
519,223711.6268944951
1093,193858.9430698192
864,255366.93295683776
2889,148881.36815191028
2308,212213.53126658726
986,152980.54404177953
1302,154509.95514443715
585,161842.47960430523
2708,151861.79200422822
147,134735.78830038558
1441,220836.79066940292
383,169206.49892192107
285,174816.29319968433
181,119599.82582080581
358,161190.86393894046
780,190855.08285014474
258,202446.19575318162
1865,222916.7219058157
692,140673.5657249546
2902,298420.71247443487
508,277043.5753794714
2638,150031.7714183203
36,153139.70761012958
611,181390.80813037846
2281,122145.83209205806
1678,133917.75139133984
1696,399916.14815552573
1557,83273.12600297364
2180,148596.03659443135
1726,254725.0085770411
951,135118.67210815498
267,233904.85915722247
2706,141872.93272869757
2221,216323.83136367693
1357,181451.76397527318
2901,283164.3804877526
347,182564.86004542527
2164,196148.95772165438
1586,284285.8595467891
360,168317.12667687383
1769,256874.079972871
2617,150280.07010158856
1879,173039.34454261934
991,217295.8210586986
1535,126605.75136700788
1191,180273.1988424879
1579,207291.0054307849
1882,141129.82027760785
1510,126248.73310229418
2196,173918.92075310898
1845,171288.97821435094
2336,340558.7380624043
942,92669.70539309576
861,123896.44105178895
2555,96433.80768803676
1392,150045.8828319443
2099,267676.9847762048
1543,130663.54348184569
948,263659.93273759325
1239,162743.03141487393
22,172529.93221084235
2796,251773.86410907953
2747,172776.1311639258
92,305126.4507258213
210,170215.5624885222
1858,218391.1609699336
2228,186819.24684676345
447,262055.5805814284
827,238913.96617172429
1649,203585.6396623787
682,140827.95125502144
2698,120140.23019176707
494,171520.7561119579
214,110825.43291663643
2441,239760.77733952555
2679,107490.99508558284
1336,123547.94062059888
465,182787.4148931105
1524,125640.42783963238
2543,115829.92342229436
631,126796.17712905494
2452,317564.5439589642
228,142023.00500947272
126,174513.19868626073
1092,240758.3617696538
1122,212672.09185324033
932,215488.9316260041
1980,87239.56163363668
2171,105872.74584183458
551,155882.43787147486
2768,176680.97246852037
2056,113123.21935076683
1159,361799.072006939
2645,126941.48515123838
1174,178189.20909391702
2266,206606.89208920058
2462,333856.40691578016
1219,140122.7376290973
2922,207775.2825038964
118,148877.26708401192
474,184955.79171578208
2576,165579.04278272245
872,266367.73115742864
1077,256668.5807768529
1536,142894.90491693496
1150,119714.14271288611
2341,309566.57786958816
1931,139778.02929513314
2785,125215.07877573428
2538,122316.26166719728
597,218763.21995422133
464,227357.3884902289
233,227014.5931961533
2169,117553.2207257931
2123,160322.17858565017
1867,179325.26769089393
137,264337.88655395026
515,223913.22364173262
933,130225.42292816468
2784,171287.2809945966
972,164861.91255584767
599,169753.6556250427
2614,117070.07831866138
2582,134432.09969887015
1409,149878.04444708984
175,90404.77136275111
352,260538.31979299418
976,83944.11362407368
2134,201854.85765455832
984,101405.91292091983
2396,331109.8755948986
1673,147419.4939066489
404,136368.53597456656
607,171540.23885284254
814,178609.89763250225
868,206369.96552343346
2271,204107.45356301696
1633,261908.80772100372
337,192824.90687227366
2765,172638.90976793796
1746,229660.0150702213
368,334750.0042036354
2806,212485.93855490012
1662,190785.777948081
1234,197777.66024158054
1373,134508.30262594216
1672,104361.91548844217
1939,109984.54382364282
